Maintenance_ID,Asset_ID,Maintenance_Type,Date,Cost_USD,Downtime_Minutes,Technician
MNT-6820,AST-1035,Reactive,2023-09-21,14003,242,Kimberly Armstrong
MNT-6821,AST-1198,Reactive,2023-03-10,5435,217,Ryan Wagner
MNT-6822,AST-1235,Preventive,2023-12-06,1766,14,Emily Long
MNT-6823,AST-1458,Preventive,2023-07-05,1986,38,Dawn Fields
MNT-6824,AST-1011,Preventive,2023-06-19,1658,2,Laura Ray
MNT-6825,AST-1367,Reactive,2023-10-23,6329,254,Charles Guzman
MNT-6826,AST-1180,Reactive,2023-01-18,2556,141,Daniel Richardson
MNT-6827,AST-1042,Reactive,2023-03-16,13864,258,Mr. Michael Mcclure
MNT-6828,AST-1406,Predictive,2023-11-18,610,14,Kim Carr
MNT-6829,AST-1260,Preventive,2023-09-03,1814,37,Earl Escobar
MNT-6830,AST-1156,Emergency,2023-08-08,12297,171,Kyle Green
MNT-6831,AST-1189,Reactive,2023-10-22,2640,145,Amy Richardson
MNT-6832,AST-1266,Preventive,2023-12-18,1955,33,Jeff Moore
MNT-6833,AST-1489,Preventive,2023-07-04,527,40,Alexis Wright
MNT-6834,AST-1018,Reactive,2023-06-07,11628,112,Robert Perry
MNT-6835,AST-1306,Reactive,2023-09-23,6233,145,Eric Scott
MNT-6836,AST-1069,Reactive,2023-08-26,10543,214,Alec Campbell
MNT-6837,AST-1011,Preventive,2023-11-23,1817,6,Walter Preston
MNT-6838,AST-1401,Preventive,2023-12-11,1623,4,Charles Chen
MNT-6839,AST-1493,Predictive,2023-01-13,1421,32,Alan Brooks
MNT-6840,AST-1135,Preventive,2023-05-26,984,8,Michael Garcia
MNT-6841,AST-1281,Reactive,2023-03-22,10129,280,Ethan Diaz
MNT-6842,AST-1122,Preventive,2023-02-09,1048,11,Jacob Lee
MNT-6843,AST-1318,Reactive,2023-04-12,12571,300,Thomas Barr
MNT-6844,AST-1463,Reactive,2023-09-08,2831,297,Robert Johnson
MNT-6845,AST-1364,Emergency,2023-07-03,10271,120,Desiree Brown
MNT-6846,AST-1303,Preventive,2023-11-01,1321,18,Michael Garcia
MNT-6847,AST-1012,Predictive,2023-09-11,1896,35,Jennifer May
MNT-6848,AST-1481,Predictive,2023-06-09,512,10,Scott Flores
MNT-6849,AST-1176,Reactive,2023-09-04,6798,235,Jeremy Salazar
MNT-6850,AST-1182,Reactive,2023-09-10,3086,72,Erica Smith
MNT-6851,AST-1050,Reactive,2023-11-17,2936,291,Steven Gutierrez
MNT-6852,AST-1281,Reactive,2023-12-07,5307,250,Roger Spears
MNT-6853,AST-1154,Preventive,2023-07-09,1779,12,Kristin Hess
MNT-6854,AST-1319,Reactive,2023-12-01,5323,155,Jason Cordova
MNT-6855,AST-1474,Reactive,2023-02-13,12594,160,Jared Blake
MNT-6856,AST-1434,Reactive,2023-01-04,3969,242,Becky Gonzalez
MNT-6857,AST-1170,Predictive,2023-03-22,1672,4,Jason Campbell
MNT-6858,AST-1317,Predictive,2023-10-27,1412,15,Laura Moody
MNT-6859,AST-1195,Reactive,2023-11-24,13488,239,Matthew Rogers
MNT-6860,AST-1131,Reactive,2023-01-24,3736,191,Alfred Jackson
MNT-6861,AST-1261,Preventive,2023-08-23,1159,17,Jason Harrington
MNT-6862,AST-1489,Preventive,2023-09-19,1883,37,David Gibson
MNT-6863,AST-1214,Preventive,2023-08-08,1701,0,Patrick Alvarez
MNT-6864,AST-1476,Reactive,2023-05-09,7436,203,Mrs. Jessica Wilcox
MNT-6865,AST-1453,Reactive,2023-10-08,6960,297,Russell Mcmillan
MNT-6866,AST-1321,Reactive,2023-06-11,14620,235,Michelle Contreras
MNT-6867,AST-1090,Preventive,2023-04-23,941,10,Jon Mckenzie
MNT-6868,AST-1089,Reactive,2023-11-22,14140,267,Mark Reynolds DDS
MNT-6869,AST-1206,Reactive,2023-02-01,8098,153,Lori Bright
MNT-6870,AST-1036,Preventive,2023-01-23,597,10,Sydney Cunningham
MNT-6871,AST-1229,Reactive,2023-02-07,12157,156,Bethany Hall
MNT-6872,AST-1403,Preventive,2023-06-14,1810,42,Michelle Mendoza
MNT-6873,AST-1303,Reactive,2023-03-07,10975,135,Charles Jones
MNT-6874,AST-1022,Predictive,2023-06-16,1241,7,Catherine Johnson
MNT-6875,AST-1450,Reactive,2023-10-12,9133,73,Maurice Gutierrez
MNT-6876,AST-1001,Preventive,2023-09-13,1180,0,Justin Long Jr.
MNT-6877,AST-1356,Preventive,2023-07-21,1441,7,Tammy Ruiz
MNT-6878,AST-1417,Preventive,2023-09-04,970,39,Daniel Goodman
MNT-6879,AST-1385,Preventive,2023-08-23,1697,20,Kelly Smith
MNT-6880,AST-1191,Reactive,2023-05-01,9456,247,Courtney Brown
MNT-6881,AST-1222,Reactive,2023-10-07,8747,255,Elizabeth Hamilton
MNT-6882,AST-1449,Reactive,2023-01-14,3905,122,Clinton Underwood
MNT-6883,AST-1004,Preventive,2023-07-15,1591,16,Phillip Sherman
MNT-6884,AST-1256,Predictive,2023-04-09,1650,31,Kimberly Johnson
MNT-6885,AST-1255,Predictive,2023-02-23,1657,19,Brandon Blair
MNT-6886,AST-1243,Reactive,2023-08-18,5554,229,Joshua Leon
MNT-6887,AST-1259,Preventive,2023-05-05,1014,8,Rodney Cantu
MNT-6888,AST-1236,Predictive,2023-01-13,1887,33,Christopher Grant
MNT-6889,AST-1363,Predictive,2023-06-25,1938,10,Rachael Todd
MNT-6890,AST-1467,Preventive,2023-05-25,1783,37,Scott Oneal
MNT-6891,AST-1422,Reactive,2023-05-02,11448,98,Antonio Orozco
MNT-6892,AST-1214,Reactive,2023-07-26,8426,119,Christine Smith
MNT-6893,AST-1003,Reactive,2023-10-04,13450,71,Samuel Farrell
MNT-6894,AST-1237,Emergency,2023-05-14,5969,113,Margaret Gonzalez
MNT-6895,AST-1245,Reactive,2023-09-12,9832,133,Danielle Gonzalez
MNT-6896,AST-1058,Reactive,2023-11-19,12903,204,David Rivera
MNT-6897,AST-1338,Reactive,2023-04-29,4646,241,Tammy Kennedy
MNT-6898,AST-1333,Preventive,2023-05-03,1527,14,Brenda Jackson
MNT-6899,AST-1244,Reactive,2023-12-11,8738,142,Steven Anderson
MNT-6900,AST-1126,Reactive,2023-03-25,11481,218,Dr. Joshua Hill PhD
MNT-6901,AST-1054,Predictive,2023-05-14,1627,6,Deborah Ross
MNT-6902,AST-1029,Preventive,2023-12-16,506,5,Michael Martinez
MNT-6903,AST-1168,Preventive,2023-11-07,1143,39,Melissa Lee
MNT-6904,AST-1249,Predictive,2023-10-14,503,36,Bryan Caldwell
MNT-6905,AST-1440,Preventive,2023-07-28,843,7,Raven Greene
MNT-6906,AST-1441,Reactive,2023-10-01,6490,61,Kathleen Thomas
MNT-6907,AST-1334,Reactive,2023-03-07,2177,202,Kendra Moreno
MNT-6908,AST-1006,Preventive,2023-10-17,1648,2,Melissa King
MNT-6909,AST-1252,Reactive,2023-02-03,9787,272,Jaime Prince
MNT-6910,AST-1156,Predictive,2023-04-07,622,18,Richard Hernandez
MNT-6911,AST-1088,Preventive,2023-08-11,763,40,Jordan Perez
MNT-6912,AST-1141,Preventive,2023-06-16,1716,20,Laura Mcpherson
MNT-6913,AST-1438,Reactive,2023-03-10,12085,184,David Walker
MNT-6914,AST-1355,Emergency,2023-12-27,13383,169,Sharon Escobar
MNT-6915,AST-1230,Preventive,2023-11-29,858,42,Mathew Brown
MNT-6916,AST-1193,Reactive,2023-10-30,5453,214,Joshua Burke
MNT-6917,AST-1369,Reactive,2023-06-11,13179,270,Angel Lowe
MNT-6918,AST-1069,Emergency,2023-06-10,11421,80,Joseph Stone
MNT-6919,AST-1277,Reactive,2023-07-31,6357,295,Shelly Smith
MNT-6920,AST-1322,Predictive,2023-08-08,1134,43,Linda Fowler
MNT-6921,AST-1395,Preventive,2023-01-24,1651,22,Mercedes Cox
MNT-6922,AST-1132,Predictive,2023-04-08,1033,25,Tyler Anderson
MNT-6923,AST-1404,Emergency,2023-10-17,8501,205,Tiffany Garcia
MNT-6924,AST-1074,Reactive,2023-10-14,9478,143,Michelle Hammond
MNT-6925,AST-1350,Preventive,2023-11-08,950,16,Ronald Greene
MNT-6926,AST-1037,Reactive,2023-10-11,11192,188,Kelsey Cox
MNT-6927,AST-1018,Reactive,2023-01-20,5921,258,Tommy Ellis
MNT-6928,AST-1306,Preventive,2023-04-26,1438,33,Mark Jimenez
MNT-6929,AST-1476,Preventive,2023-07-01,1306,1,Jill Clay
MNT-6930,AST-1106,Preventive,2023-04-23,501,44,Steven Stevens
MNT-6931,AST-1387,Reactive,2023-07-08,14217,179,Steven Potter
MNT-6932,AST-1251,Preventive,2023-10-14,1216,7,Thomas Holmes
MNT-6933,AST-1284,Reactive,2023-03-19,8827,90,Shannon Dickson
MNT-6934,AST-1497,Preventive,2023-09-24,992,11,Lindsey Wright
MNT-6935,AST-1135,Reactive,2023-01-27,4818,181,Rachel Rodgers
MNT-6936,AST-1346,Preventive,2023-07-04,769,9,Joanne Martin
MNT-6937,AST-1013,Predictive,2023-01-09,512,37,Cindy Ward
MNT-6938,AST-1211,Preventive,2023-04-12,1025,43,Robert Jordan
MNT-6939,AST-1405,Reactive,2023-04-13,8242,61,Emily Kennedy
MNT-6940,AST-1150,Reactive,2023-09-23,8417,109,Joan Simmons
MNT-6941,AST-1089,Reactive,2023-04-23,12622,191,Jeffrey Wood
MNT-6942,AST-1343,Reactive,2023-08-05,11007,91,Susan Ortiz
MNT-6943,AST-1428,Predictive,2023-07-02,1732,20,Maria White
MNT-6944,AST-1355,Reactive,2023-09-18,9995,93,Laurie Davis
MNT-6945,AST-1128,Predictive,2023-03-03,1847,19,Jessica Cunningham MD
MNT-6946,AST-1197,Reactive,2023-05-15,7215,125,Mason Cole
MNT-6947,AST-1337,Reactive,2023-08-17,8632,257,April Haley
MNT-6948,AST-1233,Predictive,2023-02-22,603,41,Justin Parsons
MNT-6949,AST-1412,Preventive,2023-03-21,1387,10,Christopher Ross
MNT-6950,AST-1475,Predictive,2023-10-15,1798,2,Sharon Taylor
MNT-6951,AST-1058,Preventive,2023-05-13,894,36,Cameron Knight
MNT-6952,AST-1204,Predictive,2023-08-08,1042,7,Nathaniel Bowman
MNT-6953,AST-1398,Predictive,2023-04-17,1973,33,David Matthews
MNT-6954,AST-1086,Reactive,2023-09-06,13200,82,Erica Lowery
MNT-6955,AST-1451,Predictive,2023-10-03,1865,16,Lori White
MNT-6956,AST-1088,Emergency,2023-09-04,5513,276,Christopher Jones
MNT-6957,AST-1277,Reactive,2023-03-09,6070,147,Jeffrey Cruz
MNT-6958,AST-1491,Reactive,2023-07-10,3498,247,Michael Richardson
MNT-6959,AST-1317,Preventive,2023-10-19,1169,42,Bobby Mason
MNT-6960,AST-1117,Preventive,2023-04-30,1279,9,Valerie Tucker
MNT-6961,AST-1243,Predictive,2023-10-19,639,17,Sara Stafford
MNT-6962,AST-1328,Reactive,2023-05-16,7738,91,Joseph Martin
MNT-6963,AST-1203,Predictive,2023-09-20,1421,9,Anita Welch
MNT-6964,AST-1365,Reactive,2023-09-02,14695,68,Laura Mccarthy
MNT-6965,AST-1011,Predictive,2023-10-26,1001,31,Michael Santos
MNT-6966,AST-1063,Preventive,2023-11-04,543,24,Rebekah Roberts
MNT-6967,AST-1281,Reactive,2023-12-25,10104,91,Jeremy Ross
MNT-6968,AST-1398,Emergency,2023-03-03,14257,200,Sandra Smith
MNT-6969,AST-1104,Preventive,2023-09-25,1273,24,Julie Williams
MNT-6970,AST-1017,Preventive,2023-09-09,1543,42,Tracy Cole
MNT-6971,AST-1438,Preventive,2023-10-07,800,17,Tammie Perkins
MNT-6972,AST-1024,Preventive,2023-03-29,920,18,Amber Davis
MNT-6973,AST-1416,Reactive,2023-01-22,6094,189,Anthony Olsen
MNT-6974,AST-1455,Preventive,2023-08-27,1176,0,Richard Kramer
MNT-6975,AST-1391,Predictive,2023-04-03,1021,35,Renee Gray
MNT-6976,AST-1462,Preventive,2023-05-08,1633,10,Justin Erickson
MNT-6977,AST-1331,Predictive,2023-03-28,1488,5,Matthew Wilson
MNT-6978,AST-1100,Preventive,2023-05-26,1228,33,Ricardo Morgan
MNT-6979,AST-1119,Reactive,2023-09-05,9956,278,Alex Choi
MNT-6980,AST-1023,Reactive,2023-10-11,13101,239,Joseph Rowland
MNT-6981,AST-1399,Reactive,2023-09-22,14542,65,Meghan Merritt
MNT-6982,AST-1350,Reactive,2023-03-17,4488,201,Tara Thompson
MNT-6983,AST-1415,Preventive,2023-05-23,718,1,Wesley Brown
MNT-6984,AST-1263,Emergency,2023-07-08,11314,187,Robert Poole
MNT-6985,AST-1128,Reactive,2023-08-14,3585,283,Nathaniel Holloway
MNT-6986,AST-1177,Emergency,2023-05-03,8534,180,Carol Rios
MNT-6987,AST-1487,Preventive,2023-04-02,556,28,Juan Thomas
MNT-6988,AST-1364,Predictive,2023-07-28,1183,35,Joseph Weiss
MNT-6989,AST-1165,Predictive,2023-11-28,1766,38,Brianna Delgado
MNT-6990,AST-1230,Preventive,2023-09-12,1437,13,Amber Martinez
MNT-6991,AST-1002,Reactive,2023-11-11,3488,194,Lorraine Richards
MNT-6992,AST-1367,Preventive,2023-12-14,642,35,Willie Booker
MNT-6993,AST-1258,Predictive,2023-03-04,822,10,Tina Taylor
MNT-6994,AST-1021,Predictive,2023-11-07,1826,1,Kristina Evans
MNT-6995,AST-1235,Preventive,2023-04-10,1880,39,Julie Martin
MNT-6996,AST-1466,Reactive,2023-02-20,2397,94,Gary Baker
MNT-6997,AST-1383,Preventive,2023-11-16,1404,4,Sherry Rhodes
MNT-6998,AST-1018,Preventive,2023-01-28,1184,27,Jennifer Oconnor
MNT-6999,AST-1050,Preventive,2023-08-15,1339,17,Jenny Martinez
MNT-7000,AST-1198,Preventive,2023-11-04,1543,7,Amy Mendoza
MNT-7001,AST-1498,Preventive,2023-08-14,1870,16,Tyler Banks
MNT-7002,AST-1472,Preventive,2023-12-18,1908,17,Holly Chapman
MNT-7003,AST-1041,Preventive,2023-02-12,1813,37,Rachel Martin
MNT-7004,AST-1111,Reactive,2023-12-08,3667,73,Jeffrey Garcia
MNT-7005,AST-1441,Preventive,2023-10-12,647,36,Tammy Holt
MNT-7006,AST-1341,Predictive,2023-09-10,772,43,Julie Weeks
MNT-7007,AST-1143,Preventive,2023-07-31,556,45,Frank George
MNT-7008,AST-1080,Predictive,2023-03-14,917,9,Gabriela Holmes
MNT-7009,AST-1263,Preventive,2023-03-23,1080,17,Joseph Burgess
MNT-7010,AST-1146,Reactive,2023-03-19,14848,165,Jill Coffey
MNT-7011,AST-1391,Preventive,2023-12-02,1048,19,Hunter Smith
MNT-7012,AST-1152,Preventive,2023-08-17,676,40,Laura Matthews
MNT-7013,AST-1141,Preventive,2023-09-25,1770,37,Donald Berry
MNT-7014,AST-1351,Preventive,2023-07-22,799,20,Angela Richardson
MNT-7015,AST-1130,Preventive,2023-01-06,1628,18,Mark Martinez
MNT-7016,AST-1336,Preventive,2023-08-31,677,29,Danielle Rogers
MNT-7017,AST-1319,Predictive,2024-01-01,1217,2,Crystal Roach
MNT-7018,AST-1408,Predictive,2023-05-07,907,43,Donna Jones
MNT-7019,AST-1191,Preventive,2023-04-15,1094,31,Mark Richardson
MNT-7020,AST-1274,Emergency,2023-03-04,6934,120,Zachary Blake
MNT-7021,AST-1498,Reactive,2023-10-29,7548,266,Gerald Butler
MNT-7022,AST-1477,Preventive,2023-10-03,1786,11,Mary Bray
MNT-7023,AST-1323,Emergency,2023-01-27,4931,84,Tanner Anderson
MNT-7024,AST-1412,Predictive,2023-02-06,565,22,Ann Anderson
MNT-7025,AST-1190,Reactive,2023-10-14,10200,236,Linda Montes
MNT-7026,AST-1345,Predictive,2023-05-25,1178,33,James Turner
MNT-7027,AST-1124,Predictive,2023-09-06,678,43,Angela Garza
MNT-7028,AST-1491,Preventive,2023-12-03,1250,19,Angela Hoffman
MNT-7029,AST-1405,Reactive,2023-05-02,14009,149,Joshua Gomez
MNT-7030,AST-1228,Reactive,2023-10-20,11060,283,James Robinson
MNT-7031,AST-1200,Preventive,2023-05-18,1953,40,Christopher Brown
MNT-7032,AST-1496,Preventive,2023-10-10,631,15,Renee Bishop
MNT-7033,AST-1268,Preventive,2023-07-22,1508,11,Loretta Jackson
MNT-7034,AST-1229,Predictive,2023-06-05,931,31,Jessica Rose
MNT-7035,AST-1472,Predictive,2023-01-28,730,43,Nathaniel Jackson
MNT-7036,AST-1356,Emergency,2023-03-27,4166,168,Brian Atkinson
MNT-7037,AST-1150,Predictive,2023-10-08,1580,21,Diane Fuentes
MNT-7038,AST-1437,Reactive,2023-03-19,8045,182,Molly King
MNT-7039,AST-1108,Predictive,2023-07-27,1040,22,Lori Crane
MNT-7040,AST-1108,Preventive,2023-06-18,1763,7,Rebecca Faulkner
MNT-7041,AST-1069,Preventive,2023-04-30,664,21,Kathy Sanders
MNT-7042,AST-1352,Emergency,2023-12-02,4772,293,John Mack
MNT-7043,AST-1105,Reactive,2023-01-18,3791,203,Robert Anderson
MNT-7044,AST-1335,Predictive,2023-01-20,1148,1,Tiffany Chung
MNT-7045,AST-1275,Predictive,2023-06-15,1277,45,Daniel Knapp
MNT-7046,AST-1200,Predictive,2023-09-08,1544,44,Parker Brooks
MNT-7047,AST-1497,Predictive,2023-07-28,535,35,Joshua Nichols
MNT-7048,AST-1283,Reactive,2023-05-25,6381,277,Angel Hall
MNT-7049,AST-1466,Predictive,2023-05-05,1883,3,Rose Wright
MNT-7050,AST-1110,Reactive,2023-03-18,8101,153,Kevin Peterson
MNT-7051,AST-1065,Predictive,2023-05-17,528,15,Sara Jackson
MNT-7052,AST-1097,Preventive,2023-07-20,1877,27,Donald Miller
MNT-7053,AST-1058,Preventive,2023-04-26,1934,10,Katherine Young
MNT-7054,AST-1123,Predictive,2023-08-23,1135,25,Tamara Turner
MNT-7055,AST-1050,Emergency,2023-06-30,8155,241,Louis Jennings
MNT-7056,AST-1087,Predictive,2023-02-10,1440,9,Kyle Martinez
MNT-7057,AST-1195,Reactive,2023-07-11,2135,106,Lisa Maldonado
MNT-7058,AST-1041,Reactive,2023-06-23,7392,172,Thomas Vega
MNT-7059,AST-1336,Predictive,2023-02-12,615,39,Brian Cole
MNT-7060,AST-1312,Preventive,2023-04-04,1182,11,Rebecca Robertson
MNT-7061,AST-1261,Predictive,2023-09-01,1942,12,Kayla Espinoza
MNT-7062,AST-1326,Predictive,2023-02-19,1828,3,Alexandra Patterson
MNT-7063,AST-1031,Preventive,2023-09-12,856,34,Dana Parker
MNT-7064,AST-1015,Preventive,2023-01-21,775,23,Mr. Matthew Barnett
MNT-7065,AST-1298,Emergency,2023-03-30,8886,150,Sharon Torres
MNT-7066,AST-1302,Preventive,2023-07-17,947,12,Rachel Watkins
MNT-7067,AST-1197,Emergency,2023-11-28,3662,257,Marcus Farley
MNT-7068,AST-1310,Reactive,2023-01-10,11317,196,Melissa Martinez
MNT-7069,AST-1189,Preventive,2023-10-08,1674,33,Joseph Mays
MNT-7070,AST-1212,Reactive,2023-12-25,3908,266,Christopher Grant
MNT-7071,AST-1326,Predictive,2023-03-09,961,23,Tony Watson MD
MNT-7072,AST-1367,Reactive,2023-02-14,5137,269,Virginia Prince
MNT-7073,AST-1445,Preventive,2023-06-06,552,42,Rebecca Harris
MNT-7074,AST-1037,Preventive,2023-02-23,538,34,Jorge Bennett
MNT-7075,AST-1186,Reactive,2023-08-27,12458,205,Krista Estes
MNT-7076,AST-1368,Preventive,2023-08-19,1396,22,Regina Ramirez
MNT-7077,AST-1400,Predictive,2023-02-14,945,10,Kelli Jones MD
MNT-7078,AST-1025,Reactive,2023-06-17,4379,223,Kathryn Lyons
MNT-7079,AST-1349,Reactive,2023-01-12,7410,80,Christopher Gonzalez
MNT-7080,AST-1462,Predictive,2023-05-24,1885,26,Kevin Steele
MNT-7081,AST-1073,Reactive,2023-11-20,6611,98,Kathy Moore
MNT-7082,AST-1018,Predictive,2023-02-13,1838,39,Andrea Newton
MNT-7083,AST-1467,Emergency,2023-04-26,7375,69,Joshua Alvarez
MNT-7084,AST-1181,Preventive,2023-06-20,1262,7,Alicia Thompson
MNT-7085,AST-1423,Reactive,2023-03-27,11724,80,Jonathan Anderson
MNT-7086,AST-1484,Reactive,2023-01-07,13710,117,Alicia Martinez
MNT-7087,AST-1044,Preventive,2023-07-03,1523,35,Paul Martin
MNT-7088,AST-1323,Reactive,2023-03-14,12451,97,Casey Norton
MNT-7089,AST-1325,Emergency,2023-02-19,3187,81,Tracy Rivers
MNT-7090,AST-1272,Preventive,2023-07-16,974,36,Cody Farmer
MNT-7091,AST-1081,Preventive,2023-04-05,664,45,Sonia Martin
MNT-7092,AST-1208,Preventive,2023-10-20,966,17,John Hill
MNT-7093,AST-1036,Predictive,2023-11-06,980,19,Gregory Espinoza
MNT-7094,AST-1268,Emergency,2023-08-13,12179,250,Jeffery Fletcher
MNT-7095,AST-1173,Predictive,2023-10-01,1967,31,Amber Ortiz
MNT-7096,AST-1044,Predictive,2023-04-22,1352,29,Charles Spencer
MNT-7097,AST-1117,Predictive,2023-02-07,1863,18,Catherine Armstrong MD
MNT-7098,AST-1453,Preventive,2023-03-11,1338,25,Anthony Olsen
MNT-7099,AST-1184,Reactive,2023-05-18,7590,291,Patricia Nguyen
MNT-7100,AST-1374,Reactive,2023-05-22,2458,196,Brandon Crosby
MNT-7101,AST-1336,Preventive,2023-10-14,1897,13,Natalie Morse
MNT-7102,AST-1107,Preventive,2023-10-23,511,21,Sharon Henderson
MNT-7103,AST-1471,Emergency,2023-12-24,13637,64,Roger Stein
MNT-7104,AST-1041,Predictive,2023-02-02,516,29,John Harris
MNT-7105,AST-1266,Preventive,2023-02-10,1317,15,Joseph Gentry
MNT-7106,AST-1059,Reactive,2023-01-13,14376,125,Crystal Brooks
MNT-7107,AST-1278,Reactive,2023-10-07,3263,184,Linda Chen
MNT-7108,AST-1011,Preventive,2023-03-09,1956,38,Evan Madden
MNT-7109,AST-1408,Reactive,2023-09-13,12299,143,Christopher Horton
MNT-7110,AST-1370,Reactive,2023-12-14,4588,146,Brian Smith
MNT-7111,AST-1291,Preventive,2023-11-29,662,8,Jonathan Porter
MNT-7112,AST-1422,Reactive,2023-01-20,5995,239,Thomas Curry
MNT-7113,AST-1097,Preventive,2023-11-06,1744,13,Michael Houston
MNT-7114,AST-1018,Reactive,2023-07-23,10084,194,Victoria Keller
MNT-7115,AST-1350,Emergency,2023-04-30,8204,263,Jennifer Valenzuela
MNT-7116,AST-1120,Preventive,2023-07-11,1349,38,Ricky Johnson
MNT-7117,AST-1254,Preventive,2023-09-22,1292,5,Katie Barker DVM
MNT-7118,AST-1238,Predictive,2023-04-20,1527,24,Rose Vega
MNT-7119,AST-1109,Emergency,2023-05-19,11151,114,Michelle Boone
MNT-7120,AST-1194,Reactive,2023-07-21,4092,183,Sandra Hicks
MNT-7121,AST-1446,Reactive,2023-02-07,9082,177,Emily Conway
MNT-7122,AST-1225,Predictive,2023-03-15,512,27,Justin Palmer
MNT-7123,AST-1365,Preventive,2023-10-07,713,36,Andrew Zuniga
MNT-7124,AST-1381,Emergency,2023-03-12,2607,104,Krystal Bowman
MNT-7125,AST-1161,Emergency,2023-07-18,4298,290,Ricky Stephens
MNT-7126,AST-1354,Reactive,2023-07-08,14614,101,Shannon Ramos
MNT-7127,AST-1027,Emergency,2023-10-20,10584,121,Jacob Smith
MNT-7128,AST-1417,Predictive,2023-08-24,656,1,Alicia Gonzales
MNT-7129,AST-1155,Preventive,2023-11-29,1030,34,Rachel Bishop
MNT-7130,AST-1200,Reactive,2023-08-16,4245,161,Shirley Vasquez
MNT-7131,AST-1370,Preventive,2023-10-18,669,27,Kathryn Reynolds
MNT-7132,AST-1455,Reactive,2023-01-22,13751,82,Rachel Hall
MNT-7133,AST-1336,Preventive,2023-09-28,920,40,Jordan Walker
MNT-7134,AST-1410,Preventive,2023-05-12,1635,6,Lindsey Decker
MNT-7135,AST-1244,Preventive,2023-04-28,710,32,Sean King
MNT-7136,AST-1222,Reactive,2023-08-19,12099,116,Sarah Hayes
MNT-7137,AST-1180,Preventive,2023-02-26,800,21,Maria Cook
MNT-7138,AST-1179,Reactive,2023-12-01,14601,228,Theresa Johnson
MNT-7139,AST-1417,Preventive,2023-06-05,1056,3,Justin Leonard
MNT-7140,AST-1334,Preventive,2023-02-22,1320,14,Tamara Rodriguez
MNT-7141,AST-1400,Preventive,2023-12-12,1538,45,Kimberly Harris
MNT-7142,AST-1265,Predictive,2023-05-23,1099,34,Eric Potter
MNT-7143,AST-1426,Predictive,2023-04-20,1240,42,Stacy Wong
MNT-7144,AST-1231,Predictive,2023-04-25,870,43,Jacob Ford
MNT-7145,AST-1440,Reactive,2023-02-08,5814,92,Kelsey Forbes
MNT-7146,AST-1014,Preventive,2023-03-17,573,23,Carlos Moore
MNT-7147,AST-1171,Emergency,2023-10-27,13505,102,Jessica Ortiz
MNT-7148,AST-1446,Reactive,2023-04-27,8509,98,Brandon Baker
MNT-7149,AST-1305,Predictive,2023-09-12,1252,24,Jasmine Johnson
MNT-7150,AST-1500,Reactive,2023-08-06,10721,91,Daniel Wood
MNT-7151,AST-1395,Emergency,2023-02-12,4098,134,Terri Oliver
MNT-7152,AST-1469,Preventive,2023-06-30,1487,21,Jennifer Romero
MNT-7153,AST-1104,Emergency,2023-04-19,14830,265,Melissa Miranda
MNT-7154,AST-1406,Reactive,2023-06-28,6365,148,Samuel Lewis
MNT-7155,AST-1326,Reactive,2023-10-12,13647,147,Jordan Contreras MD
MNT-7156,AST-1263,Preventive,2023-02-21,1490,1,Laura Holt
MNT-7157,AST-1375,Preventive,2023-12-17,1280,30,Tommy Dorsey
MNT-7158,AST-1209,Reactive,2023-05-14,5670,276,Veronica Garcia
MNT-7159,AST-1053,Predictive,2023-07-30,548,41,Sharon Davis
MNT-7160,AST-1006,Preventive,2023-04-01,1907,44,Amanda Farmer
MNT-7161,AST-1015,Preventive,2023-06-24,1999,33,Amy Jordan
MNT-7162,AST-1405,Predictive,2023-02-19,893,33,Heidi Rubio
MNT-7163,AST-1427,Reactive,2023-04-22,12384,92,Anthony Williams
MNT-7164,AST-1312,Predictive,2023-03-27,1449,18,Kimberly Villarreal
MNT-7165,AST-1458,Preventive,2023-02-20,508,23,Sherri Gardner
MNT-7166,AST-1365,Predictive,2023-10-06,879,28,Natasha Weber
MNT-7167,AST-1351,Preventive,2023-05-04,1016,12,Christopher Payne
MNT-7168,AST-1315,Reactive,2023-01-29,14904,244,James Roberts
MNT-7169,AST-1372,Reactive,2023-05-17,2795,155,Sean Haynes
MNT-7170,AST-1259,Emergency,2023-07-21,8875,156,Stephanie Watkins
MNT-7171,AST-1367,Preventive,2023-07-04,753,27,Megan Roman DVM
MNT-7172,AST-1219,Predictive,2023-09-23,574,34,Mr. Travis Moore
MNT-7173,AST-1211,Preventive,2023-03-03,1359,12,Tracey Lee
MNT-7174,AST-1191,Predictive,2023-08-05,718,11,Christina Gonzalez
MNT-7175,AST-1483,Emergency,2023-05-15,13782,259,Donald Richard
MNT-7176,AST-1241,Predictive,2023-05-23,1356,39,Christine Joseph
MNT-7177,AST-1304,Reactive,2023-08-25,11936,247,Candace Gonzalez
MNT-7178,AST-1300,Preventive,2023-12-19,1805,32,Brenda Cooper
MNT-7179,AST-1251,Preventive,2023-09-24,858,39,Andrew Davis
MNT-7180,AST-1441,Preventive,2023-03-24,694,7,Cameron Clark
MNT-7181,AST-1355,Preventive,2023-01-05,1230,20,Krista Little
MNT-7182,AST-1318,Predictive,2023-01-01,1049,11,Olivia Bullock
MNT-7183,AST-1268,Reactive,2023-12-20,10597,284,Gregory Patterson
